agent_name	grounding	other_mapping	cui
COMT	"('HGNC', '2228')"	"{'UP': 'P21964', 'TEXT': 'catechol-o-methyltransferase', 'HGNC': '2228', 'MESH': 'D002394'}"	C3850446
trinucleotide repeats	"(None, None)"	{'TEXT': 'trinucleotide repeats'}	C0282537
COMT	"('HGNC', '2228')"	"{'UP': 'P21964', 'TEXT': 'COMT', 'HGNC': '2228', 'MESH': 'D002394'}"	C3850446
magnesium atom	"('CHEBI', 'CHEBI:25107')"	"{'PUBCHEM': '5462224', 'TEXT': 'Mg', 'DRUGBANK': 'DB01378', 'MESH': 'D008274', 'CHEBI': 'CHEBI:25107', 'CAS': '7439-95-4'}"	C0024467
Spinocerebellar Ataxias	"('MESH', 'D020754')"	"{'MESH': 'D020754', 'TEXT': 'spinocerebellar ataxia'}"	C0087012
NUTM1	"('HGNC', '29919')"	"{'UP': 'Q86Y26', 'TEXT': 'nut', 'HGNC': '29919'}"	C2985261
G allele	"(None, None)"	{'TEXT': 'G allele'}	C0002085
APH1A	"('HGNC', '29509')"	"{'UP': 'Q96BI3', 'TEXT': 'APH-1A', 'HGNC': '29509'}"	C1538913
progesterone	"('CHEBI', 'CHEBI:17026')"	"{'CHEBI': 'CHEBI:17026', 'TEXT': 'progesterone', 'HMDB': 'HMDB0001830', 'CAS': '57-83-0', 'PUBCHEM': '5994', 'DRUGBANK': 'DB00396', 'CHEMBL': 'CHEMBL103', 'MESH': 'D011374'}"	C0033308
DDAH1	"('HGNC', '2715')"	"{'UP': 'O94760', 'TEXT': 'dimethylarginine dimethylaminohydrolase 1', 'HGNC': '2715'}"	C1413939
SST	"('HGNC', '11329')"	"{'UP': 'P61278', 'TEXT': 'somatostatin', 'HGNC': '11329'}"	C3890731
positron	"('CHEBI', 'CHEBI:30225')"	"{'CHEBI': 'CHEBI:30225', 'TEXT': 'positron'}"	C0032744
ATXN1	"('HGNC', '10548')"	"{'UP': 'P54253', 'TEXT': 'ATXN1', 'MESH': 'D000067696', 'HGNC': '10548'}"	C1538298
progesterone	"('CHEBI', 'CHEBI:17026')"	"{'CHEBI': 'CHEBI:17026', 'TEXT': 'Progesterone', 'HMDB': 'HMDB0001830', 'CAS': '57-83-0', 'PUBCHEM': '5994', 'DRUGBANK': 'DB00396', 'CHEMBL': 'CHEMBL103', 'MESH': 'D011374'}"	C0033308
"Plaque, Amyloid"	"('MESH', 'D058225')"	"{'MESH': 'D058225', 'TEXT': 'amyloid plaques', 'HP': 'HP:0100256'}"	C0611285
calcium atom	"('CHEBI', 'CHEBI:22984')"	"{'PUBCHEM': '5460341', 'TEXT': 'Calcium', 'CHEBI': 'CHEBI:22984', 'DRUGBANK': 'DB01373', 'MESH': 'D002118'}"	C0006675
TTR	"('HGNC', '12405')"	"{'UP': 'P02766', 'TEXT': 'TTR', 'MESH': 'D011228', 'HGNC': '12405'}"	C0032923
CASP3	"('HGNC', '1504')"	"{'UP': 'P42574', 'TEXT': 'SCA1', 'HGNC': '1504', 'MESH': 'D053148'}"	C0291573
CAV1	"('HGNC', '1527')"	"{'UP': 'Q03135', 'TEXT': 'caveolin-1', 'MESH': 'D051242', 'HGNC': '1527'}"	C1527865
K allele	"(None, None)"	{'TEXT': 'K allele'}	C0002085
europium atom	"('CHEBI', 'CHEBI:32999')"	"{'PUBCHEM': '23981', 'TEXT': 'EU', 'MESH': 'D005063', 'CHEBI': 'CHEBI:32999', 'CAS': '7440-53-1'}"	C0015180
IDE	"('HGNC', '5381')"	"{'UP': 'P14735', 'TEXT': 'IDE', 'HGNC': '5381', 'MESH': 'D007339'}"	C1415875
scavenger receptor	"(None, None)"	{'TEXT': 'scavenger receptor'}	C0074129
SPHK1	"('HGNC', '11240')"	"{'UP': 'Q9NYA1', 'TEXT': 'SPK1', 'HGNC': '11240'}"	C1420357
BACE1	"('HGNC', '933')"	"{'UP': 'P56817', 'TEXT': 'Bace1', 'HGNC': '933'}"	C1412727
cluster	"('CHEBI', 'CHEBI:33731')"	"{'CHEBI': 'CHEBI:33731', 'TEXT': 'cluster'}"	C1704332
Dyskinesias	"('MESH', 'D020820')"	"{'MESH': 'D020820', 'TEXT': 'dyskinesias'}"	C0013384
CACNA1A	"('HGNC', '1388')"	"{'UP': 'O00555', 'TEXT': 'FHm', 'HGNC': '1388'}"	C1456413
CA2	"('HGNC', '1373')"	"{'UP': 'P00918', 'TEXT': 'CA2', 'HGNC': '1373', 'MESH': 'D024402'}"	C0596235
MTRR	"('HGNC', '7473')"	"{'UP': 'Q9UBK8', 'TEXT': 'Msr', 'HGNC': '7473'}"	C1417458
MSRA	"('HGNC', '7377')"	"{'UP': 'Q9UJ68', 'TEXT': 'MsrA', 'HGNC': '7377'}"	C1417375
Emergencies	"('MESH', 'D004630')"	"{'MESH': 'D004630', 'TEXT': 'emergency'}"	C2745965
MSRB2	"('HGNC', '17061')"	"{'UP': 'Q9Y3D2', 'TEXT': 'MsrB', 'HGNC': '17061'}"	C1537981
Glu-Asp	"('CHEBI', 'CHEBI:73503')"	"{'PUBCHEM': '99716', 'TEXT': 'ED', 'CAS': '3918-84-1', 'CHEBI': 'CHEBI:73503', 'HMDB': 'HMDB0028815'}"	C0125690
fluoxetine	"('CHEBI', 'CHEBI:5118')"	"{'CHEBI': 'CHEBI:5118', 'TEXT': 'fluoxetine', 'CAS': '54910-89-3', 'MESH': 'D005473', 'DRUGBANK': 'DB00472', 'CHEMBL': 'CHEMBL41', 'HMDB': 'HMDB0014615', 'PUBCHEM': '3386'}"	C0016365
olanzapine	"('CHEBI', 'CHEBI:7735')"	"{'CHEBI': 'CHEBI:7735', 'TEXT': 'olanzapine', 'DRUGBANK': 'DB00334', 'CAS': '132539-06-1', 'CHEMBL': 'CHEMBL715', 'MESH': 'D000077152', 'HMDB': 'HMDB0005012', 'PUBCHEM': '135398745'}"	C0171023
Risk	"(None, None)"	{'TEXT': 'Risk'}	C0035647
risperidone	"('CHEBI', 'CHEBI:8871')"	"{'CHEBI': 'CHEBI:8871', 'TEXT': 'risperidone', 'CHEMBL': 'CHEMBL85', 'HMDB': 'HMDB0005020', 'DRUGBANK': 'DB00734', 'CAS': '106266-06-2', 'MESH': 'D018967', 'PUBCHEM': '5073'}"	C0073393
fluvoxamine	"('CHEBI', 'CHEBI:5138')"	"{'CHEBI': 'CHEBI:5138', 'TEXT': 'fluvoxamine', 'HMDB': 'HMDB0014322', 'PUBCHEM': '5324346', 'MESH': 'D016666', 'CHEMBL': 'CHEMBL814', 'CAS': '54739-18-3', 'DRUGBANK': 'DB00176'}"	C0085228
haloperidol	"('CHEBI', 'CHEBI:5613')"	"{'CHEBI': 'CHEBI:5613', 'TEXT': 'haloperidol', 'DRUGBANK': 'DB00502', 'MESH': 'D006220', 'CAS': '52-86-8', 'CHEMBL': 'CHEMBL54', 'HMDB': 'HMDB0014645', 'PUBCHEM': '3559'}"	C0018546
imipramine	"('CHEBI', 'CHEBI:47499')"	"{'CHEBI': 'CHEBI:47499', 'TEXT': 'imipramine', 'PUBCHEM': '3696', 'HMDB': 'HMDB0001848', 'MESH': 'D007099', 'DRUGBANK': 'DB00458', 'CAS': '50-49-7', 'CHEMBL': 'CHEMBL11'}"	C0020934
Maprotiline	"('CHEBI', 'CHEBI:6690')"	"{'CHEBI': 'CHEBI:6690', 'TEXT': 'maprotiline', 'CAS': '10262-69-8', 'PUBCHEM': '4011', 'CHEMBL': 'CHEMBL21731', 'DRUGBANK': 'DB00934', 'MESH': 'D008376'}"	C0024778
diazepam	"('CHEBI', 'CHEBI:49575')"	"{'CHEBI': 'CHEBI:49575', 'TEXT': 'diazepam', 'PUBCHEM': '3016', 'MESH': 'D003975', 'CHEMBL': 'CHEMBL12', 'CAS': '439-14-5', 'DRUGBANK': 'DB00829', 'HMDB': 'HMDB0014967'}"	C0012010
chlorpromazine	"('CHEBI', 'CHEBI:3647')"	"{'CHEBI': 'CHEBI:3647', 'TEXT': 'chlorpromazine', 'HMDB': 'HMDB0014620', 'DRUGBANK': 'DB00477', 'CHEMBL': 'CHEMBL71', 'CAS': '50-53-3', 'MESH': 'D002746', 'PUBCHEM': '2726'}"	C0008286
cholesterol biosynthetic process	"('GO', 'GO:0006695')"	"{'GO': 'GO:0006695', 'TEXT': 'cholesterol synthesis'}"	C0599474
NRXN3	"('HGNC', '8010')"	"{'UP': 'Q9HDB5', 'TEXT': 'NRXN3', 'HGNC': '8010'}"	C1417853
AGPS	"('HGNC', '327')"	"{'UP': 'O00116', 'TEXT': 'AGPS', 'HGNC': '327'}"	C1412284
Recurrence	"('MESH', 'D012008')"	"{'MESH': 'D012008', 'TEXT': 'Recurrence'}"	C0034897
AMPK	"('FPLX', 'AMPK')"	"{'FPLX': 'AMPK', 'TEXT': 'AMP-activated', 'ECCODE': '2.7.11.31', 'NCIT': 'C94701'}"	C3890397
LC3-II/I	"(None, None)"	{'TEXT': 'LC3-II/I'}	C0021966
SOD1	"('HGNC', '11179')"	"{'UP': 'P00441', 'TEXT': 'WT-hSOD1', 'HGNC': '11179'}"	C1420306
SOD1	"('HGNC', '11179')"	"{'UP': 'P00441', 'TEXT': 'superoxide dismutase 1', 'HGNC': '11179'}"	C1420306
NMDARs	"(None, None)"	{'TEXT': 'NMDARs'}	C0080093
N-methyl-D-aspartic acid	"('CHEBI', 'CHEBI:31882')"	"{'PUBCHEM': '22880', 'TEXT': 'N-methyl-D-aspartate', 'MESH': 'D016202', 'CAS': '6384-92-5', 'CHEBI': 'CHEBI:31882', 'CHEMBL': 'CHEMBL291278', 'HMDB': 'HMDB0002393'}"	C0004015
PODXL	"('HGNC', '9171')"	"{'UP': 'O00592', 'TEXT': 'Pc', 'HGNC': '9171'}"	C1418724
tocopherols	"(None, None)"	"{'PUBCHEM': '14986', 'TEXT': 'tocopherols'}"	C3255108
CoA	"(None, None)"	"{'PUBCHEM': '6816', 'TEXT': 'CoA'}"	C4553328
dhaA	"('UP', 'Q8U671')"	"{'UP': 'Q8U671', 'TEXT': 'DHA'}"	C0011177
9H-xanthine	"('CHEBI', 'CHEBI:17712')"	"{'PUBCHEM': '1188', 'TEXT': 'Xan', 'CHEBI': 'CHEBI:17712', 'HMDB': 'HMDB0000292', 'CHEMBL': 'CHEMBL1424', 'DRUGBANK': 'DB02134', 'CAS': '69-89-6'}"	C0043314
ELANE	"('HGNC', '3309')"	"{'UP': 'P08246', 'TEXT': 'HNE', 'MESH': 'D019272', 'HGNC': '3309'}"	C1414369
homocysteine	"('CHEBI', 'CHEBI:17230')"	"{'PUBCHEM': '49791978', 'TEXT': 'HCy', 'MESH': 'D006710', 'CHEBI': 'CHEBI:17230', 'HMDB': 'HMDB0000742', 'CHEMBL': 'CHEMBL310604'}"	C0019879
cholesterol efflux	"('GO', 'GO:0033344')"	"{'GO': 'GO:0033344', 'TEXT': 'cholesterol efflux'}"	C2246761
FABP3	"('HGNC', '3557')"	"{'UP': 'P05413', 'TEXT': 'FABP3', 'HGNC': '3557', 'MESH': 'D000074026'}"	C1312696
RhoA GTPase-activating protein	"(None, None)"	{'TEXT': 'RhoA GTPase-activating protein'}	C0084340
NRGN	"('HGNC', '8000')"	"{'UP': 'Q92686', 'TEXT': 'neurogranin', 'HGNC': '8000', 'MESH': 'D051579'}"	C1417847
RHOA	"('HGNC', '667')"	"{'UP': 'P61586', 'TEXT': 'RhoA', 'HGNC': '667', 'MESH': 'D020742'}"	C0084340
F_actin	"('FPLX', 'F_actin')"	"{'FPLX': 'F_actin', 'TEXT': 'F-actin', 'GO': 'GO:0031941'}"	C1180307
VEGF	"('FPLX', 'VEGF')"	"{'FPLX': 'VEGF', 'TEXT': 'VEGF', 'NCIT': 'C129646'}"	C1256770
VSNL1	"('HGNC', '12722')"	"{'UP': 'P62760', 'TEXT': 'VILIP-1', 'HGNC': '12722'}"	C1421472
Alzheimer Disease	"('MESH', 'D000544')"	"{'MESH': 'D000544', 'TEXT': 'senile dementia'}"	C0002395
NEFL	"('HGNC', '7739')"	"{'UP': 'P07196', 'TEXT': 'neurofilament light', 'HGNC': '7739'}"	C1417668
Orexin A	"('CHEBI', 'CHEBI:80319')"	"{'CHEBI': 'CHEBI:80319', 'TEXT': 'orexin A', 'CAS': '205599-75-3'}"	C1415500
MBP	"('HGNC', '6925')"	"{'UP': 'P02686', 'TEXT': 'MBP', 'HGNC': '6925'}"	C1567500
SOX5	"('HGNC', '11201')"	"{'UP': 'P35711', 'TEXT': 'SOX5', 'HGNC': '11201'}"	C1420328
Amyloidosis	"('MESH', 'D000686')"	"{'MESH': 'D000686', 'TEXT': 'Amyloidosis'}"	C0002726
Amyloidosis	"('MESH', 'D000686')"	"{'MESH': 'D000686', 'TEXT': 'amyloidosis'}"	C0002726
Whooping Cough	"('MESH', 'D014917')"	"{'MESH': 'D014917', 'TEXT': 'whooping cough', 'EFO': '0000650'}"	C0043167
pH reduction	"('GO', 'GO:0045851')"	"{'GO': 'GO:0045851', 'TEXT': 'acidification'}"	C1522821
Anemia	"('MESH', 'D000740')"	"{'MESH': 'D000740', 'TEXT': 'anemia'}"	C0002871
Bone Diseases	"('MESH', 'D001847')"	"{'MESH': 'D001847', 'TEXT': 'bone disease'}"	C0005940
tubocurarine	"('CHEBI', 'CHEBI:9774')"	"{'CHEBI': 'CHEBI:9774', 'TEXT': 'tubocurarine', 'CHEMBL': 'CHEMBL339427', 'DRUGBANK': 'DB01199', 'CAS': '57-95-4', 'MESH': 'D014403', 'PUBCHEM': '6000', 'HMDB': 'HMDB0015330'}"	C0041345
Rubus coreanus Miquel	"(None, None)"	{'TEXT': 'Rubus coreanus Miquel'}	C1940928
AGE receptor	"(None, None)"	{'TEXT': 'AGE receptor'}	C0101725
Gliosis	"('MESH', 'D005911')"	"{'MESH': 'D005911', 'TEXT': 'gliosis'}"	C0017639
NAMPT	"('HGNC', '30092')"	"{'UP': 'P43490', 'TEXT': 'nicotinamide phosphoribosyltransferase', 'MESH': 'D054409', 'HGNC': '30092'}"	C1571622
ERK	"('FPLX', 'ERK')"	"{'FPLX': 'ERK', 'TEXT': 'extracellular signal-regulated kinase', 'ECCODE': '2.7.11.24', 'NCIT': 'C16376', 'IP': 'IPR008349', 'MESH': 'D020928'}"	C3849574
HMGB1	"('HGNC', '4983')"	"{'UP': 'P09429', 'TEXT': 'HMGB1', 'HGNC': '4983', 'MESH': 'D024243'}"	C0019796
AKT1	"('HGNC', '391')"	"{'UP': 'P31749', 'TEXT': 'protein kinase B', 'HGNC': '391', 'MESH': 'D051057'}"	C0812228
apoptotic process	"('GO', 'GO:0006915')"	"{'GO': 'GO:0006915', 'TEXT': 'apoptotic cell death', 'MESH': 'D017209'}"	C0162638
nervous system development	"('GO', 'GO:0007399')"	"{'GO': 'GO:0007399', 'TEXT': 'Nervous system development'}"	C0598282
S100B	"('HGNC', '10500')"	"{'UP': 'P04271', 'TEXT': 'S100b', 'MESH': 'D064568', 'HGNC': '10500'}"	C4284042
gain	"(None, None)"	"{'PF': 'PF16489', 'TEXT': 'gain'}"	C1517378
LCT	"('HGNC', '6530')"	"{'UP': 'P09848', 'TEXT': 'LPH', 'HGNC': '6530', 'MESH': 'D010694'}"	C1416808
Glucagon-like peptide 1	"('CHEBI', 'CHEBI:80270')"	"{'CHEBI': 'CHEBI:80270', 'TEXT': 'glucagon-like peptide-1', 'MESH': 'D052216'}"	C0061355
GPER1	"('HGNC', '4485')"	"{'UP': 'Q99527', 'TEXT': 'G protein-coupled receptor 30', 'HGNC': '4485'}"	C1415223
RCAN1.1S isoform	"(None, None)"	{'TEXT': 'RCAN1.1S isoform'}	C0597298
PSEN2	"('HGNC', '9509')"	"{'UP': 'P49810', 'TEXT': 'presenilin 2', 'MESH': 'D053766', 'HGNC': '9509'}"	C1418986
DNM1L	"('HGNC', '2973')"	"{'UP': 'O00429', 'TEXT': 'dynamin-related protein 1', 'HGNC': '2973'}"	C1414119
PSEN1	"('HGNC', '9508')"	"{'UP': 'P49768', 'TEXT': 'presenilin 1', 'MESH': 'D053764', 'HGNC': '9508'}"	C1418985
DNM1L	"('HGNC', '2973')"	"{'UP': 'O00429', 'TEXT': 'DRP1', 'HGNC': '2973'}"	C1414119
mitochondrial fission	"('GO', 'GO:0000266')"	"{'GO': 'GO:0000266', 'TEXT': 'mitochondrial fission'}"	C0230871
NHD	"(None, None)"	{'TEXT': 'NHD'}	C0432214
Encephalitis	"('MESH', 'D004660')"	"{'MESH': 'D004660', 'TEXT': 'brain inflammation'}"	C0014038
AOPEP	"('HGNC', '1361')"	"{'UP': 'Q8N6M6', 'TEXT': 'APO', 'HGNC': '1361'}"	C1413031
phenylephrine	"('CHEBI', 'CHEBI:8093')"	"{'PUBCHEM': '6041', 'TEXT': 'Duration', 'DRUGBANK': 'DB00388', 'HMDB': 'HMDB0002182', 'CHEMBL': 'CHEMBL1215', 'CHEBI': 'CHEBI:8093', 'MESH': 'D010656', 'CAS': '59-42-7'}"	C0031469
CASP1	"('HGNC', '1499')"	"{'UP': 'P29466', 'TEXT': 'caspase-1', 'HGNC': '1499', 'MESH': 'D020170'}"	C0534519
interleukin-1	"(None, None)"	"{'IP': 'IPR000975', 'TEXT': 'interleukin-1'}"	C0021755
HFHC diet	"(None, None)"	{'TEXT': 'HFHC diet'}	C0012155
cyclooxygenase	"(None, None)"	{'TEXT': 'cyclooxygenase'}	C0033551
APO-E4	"(None, None)"	{'TEXT': 'APO-E4'}	C0052201
STAT	"('FPLX', 'STAT')"	"{'FPLX': 'STAT', 'TEXT': 'STAT', 'NCIT': 'C19618', 'IP': 'IPR001217'}"	C0205548
amyloid fibril formation	"('GO', 'GO:1990000')"	"{'GO': 'GO:1990000', 'TEXT': 'amyloid fibril formation'}"	C3544412
RBP4	"('HGNC', '9922')"	"{'UP': 'P02753', 'TEXT': 'RBP4', 'HGNC': '9922'}"	C1438309
Meningoencephalitis	"('MESH', 'D008590')"	"{'MESH': 'D008590', 'TEXT': 'meningoencephalitis'}"	C0025309
glycolytic	"(None, None)"	"{'PF': 'PF00274', 'TEXT': 'glycolytic'}"	C0017952
FLT1	"('HGNC', '3763')"	"{'UP': 'P17948', 'TEXT': 'VEGFR-1', 'HGNC': '3763', 'MESH': 'D040281'}"	C1568520
altenusin	"('CHEBI', 'CHEBI:141340')"	"{'CHEBI': 'CHEBI:141340', 'TEXT': 'altenusin', 'CAS': '31186-12-6', 'CHEMBL': 'CHEMBL483531', 'PUBCHEM': '6918469'}"	C0381517
CDKN1A	"('HGNC', '1784')"	"{'UP': 'P38936', 'TEXT': 'p21', 'HGNC': '1784', 'MESH': 'D050759'}"	C0288472
altenusin	"('CHEBI', 'CHEBI:141340')"	"{'CHEBI': 'CHEBI:141340', 'TEXT': 'Altenusin', 'CAS': '31186-12-6', 'CHEMBL': 'CHEMBL483531', 'PUBCHEM': '6918469'}"	C0381517
ANK3	"('HGNC', '494')"	"{'UP': 'Q12955', 'TEXT': 'ankyrin G', 'HGNC': '494'}"	C1412404
3beta-hydroxy-5alpha-pregnan-20-one	"('CHEBI', 'CHEBI:11909')"	"{'PUBCHEM': '92787', 'TEXT': 'allopregnanolone', 'HMDB': 'HMDB0001455', 'DRUGBANK': 'DB12972', 'CHEBI': 'CHEBI:11909', 'CHEMBL': 'CHEMBL2057301', 'CAS': '516-55-2'}"	C0086244
SIGMAR1	"('HGNC', '8157')"	"{'UP': 'Q99720', 'TEXT': 'SIGMAR1', 'HGNC': '8157'}"	C1417966
miR-574 inhibitor	"(None, None)"	{'TEXT': 'miR-574 inhibitor'}	C1999216
miR-574	"(None, None)"	{'TEXT': 'miR-574'}	C4284916
NRN1	"('HGNC', '17972')"	"{'UP': 'Q9NPD7', 'TEXT': 'neuritin', 'HGNC': '17972'}"	C1425210
branched-chain amino acid	"('CHEBI', 'CHEBI:22918')"	"{'CHEBI': 'CHEBI:22918', 'TEXT': 'branched-chain amino acid'}"	C0002521
Coronary Disease	"('MESH', 'D003327')"	"{'MESH': 'D003327', 'TEXT': 'coronary heart disease', 'EFO': '0001645'}"	C1956346
TOMM40	"('HGNC', '18001')"	"{'UP': 'O96008', 'TEXT': 'TOM40', 'HGNC': '18001'}"	C1425229
Sphingomyelinases	"(None, None)"	{'TEXT': 'Sphingomyelinases'}	C0037903
ceramide	"('CHEBI', 'CHEBI:17761')"	"{'CHEBI': 'CHEBI:17761', 'TEXT': 'ceramide', 'CAS': '24696-26-2', 'MESH': 'D002518'}"	C0007745
phosphocholine	"('CHEBI', 'CHEBI:18132')"	"{'PUBCHEM': '1014', 'TEXT': 'phosphorylcholine', 'CHEMBL': 'CHEMBL1235161', 'MESH': 'D010767', 'DRUGBANK': 'DB03945', 'HMDB': 'HMDB0001565', 'CHEBI': 'CHEBI:18132'}"	C0031716
25-hydroxyvitamin D2	"('CHEBI', 'CHEBI:86319')"	"{'PUBCHEM': '5710148', 'TEXT': '25-hydroxyvitamin D', 'MESH': 'D015652', 'CAS': '21343-40-8', 'CHEBI': 'CHEBI:86319'}"	C0000343
Hyperparathyroidism	"('MESH', 'D006961')"	"{'MESH': 'D006961', 'TEXT': 'hyperparathyroidism'}"	C0020502
melatonin	"('CHEBI', 'CHEBI:16796')"	"{'CHEBI': 'CHEBI:16796', 'TEXT': 'Melatonin', 'CAS': '73-31-4', 'DRUGBANK': 'DB01065', 'MESH': 'D008550', 'HMDB': 'HMDB0001389', 'PUBCHEM': '896', 'CHEMBL': 'CHEMBL45'}"	C0025219
deferiprone	"('CHEBI', 'CHEBI:68554')"	"{'CHEBI': 'CHEBI:68554', 'TEXT': 'deferiprone', 'CAS': '30652-11-0', 'MESH': 'D000077543', 'DRUGBANK': 'DB08826', 'PUBCHEM': '2972', 'CHEMBL': 'CHEMBL70927'}"	C0043832
span	"(None, None)"	"{'PF': 'PF02510', 'TEXT': 'span'}"	C1711300
SORL1	"('HGNC', '11185')"	"{'UP': 'Q92673', 'TEXT': 'Sorl1', 'HGNC': '11185'}"	C1420312
cortisol	"('CHEBI', 'CHEBI:17650')"	"{'CHEBI': 'CHEBI:17650', 'TEXT': 'Cortisol', 'DRUGBANK': 'DB00741', 'CAS': '50-23-7', 'HMDB': 'HMDB0000063', 'MESH': 'D006854', 'CHEMBL': 'CHEMBL389621', 'PUBCHEM': '5754'}"	C0020268
lipid catabolic process	"('GO', 'GO:0016042')"	"{'GO': 'GO:0016042', 'TEXT': 'lipolysis'}"	C0023796
FGF21	"('HGNC', '3678')"	"{'UP': 'Q9NSA1', 'TEXT': 'FGF21', 'HGNC': '3678'}"	C0972232
Overnutrition	"('MESH', 'D044343')"	"{'MESH': 'D044343', 'TEXT': 'overnutrition', 'DOID': 'DOID:654'}"	C1257763
Metabolic Syndrome	"('MESH', 'D024821')"	"{'MESH': 'D024821', 'TEXT': 'metabolic syndromes'}"	C0524620
tetracycline	"('CHEBI', 'CHEBI:27902')"	"{'PUBCHEM': '51580080', 'TEXT': 'tetracycline', 'DRUGBANK': 'DB00759', 'CAS': '60-54-8', 'MESH': 'D013752', 'HMDB': 'HMDB0014897', 'CHEBI': 'CHEBI:27902', 'CHEMBL': 'CHEMBL1440'}"	C0039644
menadione	"('CHEBI', 'CHEBI:28869')"	"{'CHEBI': 'CHEBI:28869', 'TEXT': 'menadione', 'HMDB': 'HMDB0001892', 'CHEMBL': 'CHEMBL590', 'CAS': '58-27-5', 'DRUGBANK': 'DB00170', 'PUBCHEM': '4055', 'MESH': 'D024483'}"	C0025270
EDN1	"('HGNC', '3176')"	"{'UP': 'P05305', 'TEXT': 'endothelin-1', 'HGNC': '3176', 'MESH': 'D019332'}"	C1414260
CSF3	"('HGNC', '2438')"	"{'UP': 'P09919', 'TEXT': 'G-CSF', 'HGNC': '2438'}"	C0079459
KLF8	"('HGNC', '6351')"	"{'UP': 'O95600', 'TEXT': 'KLF8', 'HGNC': '6351'}"	C1416663
CSF3	"('HGNC', '2438')"	"{'UP': 'P09919', 'TEXT': 'Granulocyte colony-stimulating factor', 'HGNC': '2438'}"	C0079459
ABCC9	"('HGNC', '60')"	"{'UP': 'O60706', 'TEXT': 'SUR2', 'HGNC': '60'}"	C1412083
PI3K inhibitor	"(None, None)"	{'TEXT': 'PI3K inhibitor'}	C2936824
LY294002	"('CHEBI', 'CHEBI:65329')"	"{'CHEBI': 'CHEBI:65329', 'TEXT': 'LY294002', 'CHEMBL': 'CHEMBL98350', 'PUBCHEM': '3973', 'DRUGBANK': 'DB02656', 'CAS': '154447-36-6'}"	C0251991
CYP17A1	"('HGNC', '2593')"	"{'UP': 'P05093', 'TEXT': 'CYP17', 'HGNC': '2593', 'MESH': 'D013254'}"	C0038302
CYP19A1	"('HGNC', '2594')"	"{'UP': 'P11511', 'TEXT': 'CYP19', 'HGNC': '2594', 'MESH': 'D001141'}"	C0003805
peptidyl-cysteine S-nitrosylation	"('GO', 'GO:0018119')"	"{'GO': 'GO:0018119', 'TEXT': 'protein S-nitrosylation'}"	C1159123
SLC10A3	"('HGNC', '22979')"	"{'UP': 'P09131', 'TEXT': 'P3', 'HGNC': '22979'}"	C1427831
peptidyl-cysteine S-nitrosylation	"('GO', 'GO:0018119')"	"{'GO': 'GO:0018119', 'TEXT': 'S-nitrosylation'}"	C1159123
Heart Diseases	"('MESH', 'D006331')"	"{'MESH': 'D006331', 'TEXT': 'cardiac disease'}"	C0018799
IDE	"('HGNC', '5381')"	"{'UP': 'P14735', 'TEXT': 'insulin-degrading enzyme', 'HGNC': '5381', 'MESH': 'D007339'}"	C1415875
ethanol	"('CHEBI', 'CHEBI:16236')"	"{'PUBCHEM': '702', 'TEXT': 'alcohol', 'MESH': 'D000431', 'CHEBI': 'CHEBI:16236', 'CAS': '64-17-5', 'CHEMBL': 'CHEMBL545', 'HMDB': 'HMDB0000108', 'DRUGBANK': 'DB00898'}"	C0001962
FFA	"(None, None)"	{'TEXT': 'FFA'}	C0015688
TLR4	"('HGNC', '11850')"	"{'UP': 'O00206', 'TEXT': 'TLR4', 'MESH': 'D051197', 'HGNC': '11850'}"	C1336636
pyrimidine	"('CHEBI', 'CHEBI:16898')"	"{'CHEBI': 'CHEBI:16898', 'TEXT': 'pyrimidine', 'HMDB': 'HMDB0003361', 'CHEMBL': 'CHEMBL15562', 'CAS': '289-95-2', 'PUBCHEM': '9260'}"	C0034284
MPZ	"('HGNC', '7225')"	"{'UP': 'P25189', 'TEXT': 'MPP', 'HGNC': '7225'}"	C1417248
vascular factors 1-3	"(None, None)"	{'TEXT': 'vascular factors 1-3'}	C0078057
hydron	"('CHEBI', 'CHEBI:15378')"	"{'PUBCHEM': '1038', 'TEXT': 'H(+)', 'CHEBI': 'CHEBI:15378', 'HMDB': 'HMDB0059597'}"	C0122759
POS	"(None, None)"	{'TEXT': 'POS'}	C1262869
apoE4-165	"(None, None)"	{'TEXT': 'apoE4-165'}	C0052201
Caspase	"('FPLX', 'Caspase')"	"{'FPLX': 'Caspase', 'TEXT': 'Casp', 'NCIT': 'C18153', 'GO': 'GO:0004199', 'IP': 'IPR002138', 'PF': 'PF00656', 'MESH': 'D020169'}"	C0010656
ACC	"('FPLX', 'ACC')"	"{'FPLX': 'ACC', 'TEXT': 'acetyl-CoA carboxylase', 'MESH': 'D000103', 'ECCODE': '6.4.1.2', 'IP': 'IPR013537'}"	C0175754
amyloid-peptide beta 42	"(None, None)"	{'TEXT': 'amyloid-peptide beta 42'}	C0030956
GSK3 inhibitors	"(None, None)"	{'TEXT': 'GSK3 inhibitors'}	C0244989
anserine	"('CHEBI', 'CHEBI:18323')"	"{'CHEBI': 'CHEBI:18323', 'TEXT': 'Anserine', 'MESH': 'D000861', 'PUBCHEM': '112072', 'CAS': '584-85-0', 'HMDB': 'HMDB0000194', 'CHEMBL': 'CHEMBL448301'}"	C0003134
